"entity_name","fiscal_year","county","type","form_table","category","subcategory_1","subcategory_2","subcategory_3","subcategory_4","line_description","value","city_state_zip","estimated_population","row_number"
"Orland","2007","Glenn","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Orland, CA 95963","7189","356529"
"Oroville","2007","Butte","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Oroville, CA 95965","14443","356356"
"Oxnard","2007","Ventura","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Oxnard, CA 93030","192997","356183"
"Pacifica","2007","San Mateo","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Pacifica, CA 94044","39251","355837"
"Pacific Grove","2007","Monterey","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Pacific Grove, CA 93950","15444","356010"
"Palmdale","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Palmdale, CA 93550","145468","355318"
"Palm Desert","2007","Riverside","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Palm Desert, CA 92260","49752","355664"
"Palm Springs","2007","Riverside","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Palm Springs, CA 92263-2743","46858","355491"
"Palo Alto","2007","Santa Clara","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Palo Alto, CA 94303","62615","355145"
"Palos Verdes Estates","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Palos Verdes Estates, CA 90274","14085","354972"
"Paradise","2007","Butte","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Paradise, CA 95969","26299","354799"
"Paramount","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Paramount, CA 90723","58087","354626"
"Parlier","2007","Fresno","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Parlier, CA 93648","13080","354453"
"Pasadena","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Pasadena, CA 91109-7215","147262","354280"
"Patterson","2007","Stanislaus","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Patterson, CA 95363","20875","354107"
"Perris","2007","Riverside","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Perris, CA 92570","50663","353934"
"Petaluma","2007","Sonoma","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Petaluma, CA 94952","56996","353761"
"Pico Rivera","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Pico Rivera, CA 90660","67074","353588"
"Piedmont","2007","Alameda","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Piedmont, CA 94611","11055","353415"
"Pinole","2007","Contra Costa","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Pinole, CA 94564","19234","353242"
"Pismo Beach","2007","San Luis Obispo","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Pismo Beach, CA 93449-2056","8545","353069"
"Pittsburg","2007","Contra Costa","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Pittsburg, CA 94565","63004","352896"
"Placentia","2007","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Placentia, CA 92870","51597","352723"
"Pleasant Hill","2007","Contra Costa","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Pleasant Hill, CA 94523","33117","352550"
"Pleasanton","2007","Alameda","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Pleasanton, CA 94566","68755","352377"
"Plymouth","2007","Amador","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Plymouth, CA 95669","1050","352204"
"Point Arena","2007","Mendocino","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Point Arena, CA 95468","496","352031"
"Pomona","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Pomona, CA 91769","162140","351858"
"Porterville","2007","Tulare","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Porterville, CA 93257","51467","351512"
"Port Hueneme","2007","Ventura","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Port Hueneme, CA 93041","22347","351685"
"Portola","2007","Plumas","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Portola, CA 96122","2103","351339"
"Portola Valley","2007","San Mateo","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Portola Valley, CA 94025","4618","351166"
"Poway","2007","San Diego","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Poway, CA 92064","50830","350993"
"Rancho Cordova","2007","Sacramento","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Rancho Cordova, CA 95670","59056","350820"
"Rancho Cucamonga","2007","San Bernardino","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Rancho Cucamonga, CA 91730","172331","350647"
"Rancho Mirage","2007","Riverside","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Rancho Mirage, CA 92270","16944","350474"
"Rancho Palos Verdes","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Rancho Palos Verdes, CA 90275","43092","350301"
"Rancho Santa Margarita","2007","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Rancho Santa Margarita, CA 92688","49718","350128"
"Red Bluff","2007","Tehama","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Red Bluff, CA 96080","13702","349955"
"Redding","2007","Shasta","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Redding, CA 96001","90045","349782"
"Redlands","2007","San Bernardino","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Redlands, CA 92373","71375","349609"
"Redondo Beach","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Redondo Beach, CA 90277","67495","349436"
"Redwood City","2007","San Mateo","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Redwood City, CA 94063-0391","77025","349263"
"Reedley","2007","Fresno","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Reedley, CA 93654","24909","349090"
"Rialto","2007","San Bernardino","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Rialto, CA 92376","99064","348917"
"Richmond","2007","Contra Costa","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Richmond, CA 94804","103828","348744"
"Ridgecrest","2007","Kern","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Ridgecrest, CA 93555-4054","27944","348571"
"Rio Dell","2007","Humboldt","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Rio Dell, CA 95562","3240","348398"
"Rio Vista","2007","Solano","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Rio Vista, CA 94591-1842","7823","348225"
"Ripon","2007","San Joaquin","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Ripon, CA 95366","14575","348052"
"Riverbank","2007","Stanislaus","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Riverbank, CA 95367-2396","21492","347879"
"Riverside","2007","Riverside","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Riverside, CA 92555","291398","347706"
"Rocklin","2007","Placer","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Rocklin, CA 95677","51951","347533"
"Rohnert Park","2007","Sonoma","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Rohnert Park, CA 94928","42959","347360"
"Rolling Hills","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Rolling Hills, CA 90274","1972","347187"
"Rolling Hills Estates","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Rolling Hills Estates, CA 90274","8099","347014"
"Rosemead","2007","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Rosemead, CA 91770","57427","346841"
"Roseville","2007","Placer","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Roseville, CA 95678","106266","346668"
"Ross","2007","Marin","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Ross, CA 94957","2379","346495"
"Sacramento","2007","Sacramento","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Sacramento, CA 95814","467343","346322"
"Salinas","2007","Monterey","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"Salinas, CA 93901","149539","346149"
"San Anselmo","2007","Marin","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"San Anselmo, CA 94960","12518","345976"
"San Bernardino","2007","San Bernardino","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"San Bernardino, CA 92418","205010","345803"
"San Bruno","2007","San Mateo","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"San Bruno, CA 94066","42145","345630"
"San Buenaventura","2007","Ventura","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues",,"San Buenaventura, CA 93002-0099","107490","345457"
