"entity_name","fiscal_year","county","type","form_table","category","subcategory_1","subcategory_2","subcategory_3","subcategory_4","line_description","value","city_state_zip","estimated_population","row_number"
"Mt. Shasta","2014","Siskiyou","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Mt. Shasta, CA 96067","3392","937636"
"Murrieta","2014","Riverside","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Murrieta, CA 92562","106425","937463"
"Napa","2014","Napa","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Napa, CA 94559","78358","937290"
"National City","2014","San Diego","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","National City, CA 91950","59381","937117"
"Needles","2014","San Bernardino","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Needles, CA 92363","4908","936944"
"Nevada City","2014","Nevada","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Nevada City, CA 95959","3016","936771"
"Newark","2014","Alameda","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Newark, CA 94560","43856","936598"
"Newman","2014","Stanislaus","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Newman, CA 95360","10668","936425"
"Newport Beach","2014","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Newport Beach, CA 92660","86874","936252"
"Norco","2014","Riverside","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Norco, CA 92860-1903","26582","936079"
"Norwalk","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Norwalk, CA 90650","106630","935906"
"Novato","2014","Marin","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Novato, CA 94945-5054","52967","935733"
"Oakdale","2014","Stanislaus","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Oakdale, CA 95361","21442","935560"
"Oakland","2014","Alameda","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Oakland, CA 94612","404355","935387"
"Oakley","2014","Contra Costa","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Oakley, CA 94561","38075","935214"
"Oceanside","2014","San Diego","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Oceanside, CA 92054","171183","935041"
"Ojai","2014","Ventura","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Ojai, CA 93023","7594","934868"
"Ontario","2014","San Bernardino","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Ontario, CA 91764","167382","934695"
"Orange","2014","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Orange, CA 92866-1591","139279","934522"
"Orange Cove","2014","Fresno","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Orange Cove, CA 93646","9410","934349"
"Orinda","2014","Contra Costa","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Orinda, CA 94563","18089","934176"
"Orland","2014","Glenn","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Orland, CA 95963","7683","934003"
"Oroville","2014","Butte","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Oroville, CA 95965","15980","933830"
"Oxnard","2014","Ventura","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Oxnard, CA 93030","203645","933657"
"Pacifica","2014","San Mateo","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Pacifica, CA 94044","38292","933311"
"Pacific Grove","2014","Monterey","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Pacific Grove, CA 93950","15431","933484"
"Palmdale","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Palmdale, CA 93550","155657","932792"
"Palm Desert","2014","Riverside","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Palm Desert, CA 92260","50417","933138"
"Palm Springs","2014","Riverside","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Palm Springs, CA 92263-2743","46135","932965"
"Palo Alto","2014","Santa Clara","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Palo Alto, CA 94303","66861","932619"
"Palos Verdes Estates","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Palos Verdes Estates, CA 90274","13665","932446"
"Paradise","2014","Butte","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Paradise, CA 95969","26109","932273"
"Paramount","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Paramount, CA 90723","55051","932100"
"Parlier","2014","Fresno","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Parlier, CA 93648","15019","931927"
"Pasadena","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Pasadena, CA 91109-7215","140879","931754"
"Patterson","2014","Stanislaus","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Patterson, CA 95363","20922","931581"
"Perris","2014","Riverside","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Perris, CA 92570","72103","931408"
"Petaluma","2014","Sonoma","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Petaluma, CA 94952","59000","931235"
"Pico Rivera","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Pico Rivera, CA 90660","63873","931062"
"Piedmont","2014","Alameda","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Piedmont, CA 94611","11023","930889"
"Pinole","2014","Contra Costa","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Pinole, CA 94564","18794","930716"
"Pismo Beach","2014","San Luis Obispo","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Pismo Beach, CA 93449-2056","7705","930543"
"Pittsburg","2014","Contra Costa","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Pittsburg, CA 94565","66368","930370"
"Placentia","2014","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Placentia, CA 92870","52094","930197"
"Placerville","2014","El Dorado","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Placerville, CA 95667","10527","930024"
"Pleasant Hill","2014","Contra Costa","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Pleasant Hill, CA 94523","33872","929851"
"Pleasanton","2014","Alameda","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Pleasanton, CA 94566","73067","929678"
"Plymouth","2014","Amador","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Plymouth, CA 95669","976","929505"
"Point Arena","2014","Mendocino","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Point Arena, CA 95468","454","929332"
"Pomona","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Pomona, CA 91769","151713","929159"
"Porterville","2014","Tulare","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Porterville, CA 93257","55697","928813"
"Port Hueneme","2014","Ventura","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Port Hueneme, CA 93041","22399","928986"
"Portola","2014","Plumas","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Portola, CA 96122","1982","928640"
"Portola Valley","2014","San Mateo","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Portola Valley, CA 94025","4480","928467"
"Poway","2014","San Diego","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Poway, CA 92064","48979","928294"
"Rancho Cordova","2014","Sacramento","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Rancho Cordova, CA 95670","67839","928121"
"Rancho Cucamonga","2014","San Bernardino","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Rancho Cucamonga, CA 91730","172299","927948"
"Rancho Mirage","2014","Riverside","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Rancho Mirage, CA 92270","17745","927775"
"Rancho Palos Verdes","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Rancho Palos Verdes, CA 90275","42358","927602"
"Rancho Santa Margarita","2014","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Rancho Santa Margarita, CA 92688","48834","927429"
"Red Bluff","2014","Tehama","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Red Bluff, CA 96080","14131","927256"
"Redding","2014","Shasta","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Redding, CA 96001","91207","927083"
"Redlands","2014","San Bernardino","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Redlands, CA 92373","69882","926910"
"Redondo Beach","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Redondo Beach, CA 90277","67717","926737"
"Redwood City","2014","San Mateo","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Redwood City, CA 94063-0391","80768","926564"
"Reedley","2014","Fresno","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Reedley, CA 93654","25122","926391"
"Rialto","2014","San Bernardino","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Rialto, CA 92376","101429","926218"
"Richmond","2014","Contra Costa","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Richmond, CA 94804","106138","926045"
"Ridgecrest","2014","Kern","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Ridgecrest, CA 93555-4054","28638","925872"
"Rio Dell","2014","Humboldt","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Rio Dell, CA 95562","3347","925699"
"Rio Vista","2014","Solano","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Rio Vista, CA 94591-1842","7934","925526"
"Ripon","2014","San Joaquin","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Ripon, CA 95366","14855","925353"
"Riverbank","2014","Stanislaus","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Riverbank, CA 95367-2396","23243","925180"
"Riverside","2014","Riverside","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Riverside, CA 92555","314034","925007"
"Rocklin","2014","Placer","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Rocklin, CA 95677","59672","924834"
"Rohnert Park","2014","Sonoma","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Rohnert Park, CA 94928","40722","924661"
"Rolling Hills","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Rolling Hills, CA 90274","1895","924488"
"Rolling Hills Estates","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Rolling Hills Estates, CA 90274","8184","924315"
"Rosemead","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Rosemead, CA 91770","54762","924142"
"Roseville","2014","Placer","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Roseville, CA 95678","126956","923969"
"Ross","2014","Marin","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Ross, CA 94957","2461","923796"
"Sacramento","2014","Sacramento","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Sacramento, CA 95814","475122","923623"
"Salinas","2014","Monterey","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Salinas, CA 93901","155205","923450"
"San Anselmo","2014","Marin","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Anselmo, CA 94960","12514","923277"
"San Bernardino","2014","San Bernardino","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Bernardino, CA 92418","212721","923104"
"San Bruno","2014","San Mateo","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Bruno, CA 94066","43223","922931"
"San Buenaventura","2014","Ventura","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Buenaventura, CA 93002-0099","108961","922758"
"San Carlos","2014","San Mateo","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Carlos, CA 94070","29219","922585"
"San Clemente","2014","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Clemente, CA 92672","64874","922412"
"Sand City","2014","Monterey","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Sand City, CA 93955","343","919125"
"San Diego","2014","San Diego","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Diego, CA 92101","1345895","922239"
"San Dimas","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Dimas, CA 91773","34072","922066"
"San Fernando","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Fernando, CA 91340-2993","24222","921893"
"San Francisco","2014","San Francisco","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","500192747","San Francisco, CA 94102","836620","921720"
"San Gabriel","2014","Los Angeles","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Gabriel, CA 91778-0130","40313","921547"
"Sanger","2014","Fresno","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","Sanger, CA 93657","24908","918952"
"San Jacinto","2014","Riverside","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Jacinto, CA 92583","45563","921374"
"San Joaquin","2014","Fresno","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Joaquin, CA 93660","4056","921201"
"San Jose","2014","Santa Clara","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Jose, CA 95113-1905","1000536","921028"
"San Juan Bautista","2014","San Benito","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Juan Bautista, CA 95045-1420","1905","920855"
"San Juan Capistrano","2014","Orange","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Juan Capistrano, CA 92675","35900","920682"
"San Leandro","2014","Alameda","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Leandro, CA 94577","87691","920509"
"San Luis Obispo","2014","San Luis Obispo","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Luis Obispo, CA 93401","45473","920336"
"San Marcos","2014","San Diego","Revenues","GENREV_EMP_PAYROLL_TAX","Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Other Non-Property Taxes","Employers Payroll Tax_General Revenues","0","San Marcos, CA 92069-2918","90179","920163"
